TEAM,NO,PLAYER,PO,G,GS,MIN,MINPG,PTS,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OR,DR,TR,RPG,AS,APG,TO,ST,BS,BSR,F,FD,EFF
信州,7,古橋　広樹,SG,43,13,869:03:00,20:12,273,6.3,100,267,37.50%,47,146,32.20%,26,43,60.50%,43,91,134,3.1,33,0.8,30,39,9,13,66,59,6
西宮,27,石塚 裕也,PF,59,34,915:53:00,15:31,270,4.6,126,241,52.30%,0,0,0.00%,18,47,38.30%,65,107,172,2.9,15,0.3,30,28,19,16,137,55,6
奈良,9,桝本 純也,SG,60,45,1030:31:00,17:10,270,4.5,100,252,39.70%,46,130,35.40%,24,39,61.50%,20,62,82,1.4,40,0.7,35,30,4,8,84,43,4
鹿児島,6,ビクラムジット・ギル,SF/PF,22,12,499:35:00,22:42,263,12,97,253,38.30%,32,125,25.60%,37,47,78.70%,31,113,144,6.5,25,1.1,44,27,19,9,41,45,12
群馬,15,栗原　奨太,SG/SF,60,37,1274:41:00,21:14,262,4.4,99,260,38.10%,1,13,7.70%,63,99,63.60%,59,143,202,3.4,28,0.5,52,38,5,26,111,115,5
鹿児島,51,安慶　大樹,PF,58,41,850:21:00,14:39,262,4.5,111,248,44.80%,2,8,25.00%,38,56,67.90%,42,68,110,1.9,21,0.4,38,15,6,12,113,77,4
FE名古屋,20,河相 智志,SG,45,19,817:47:00,18:10,258,5.7,92,245,37.60%,41,119,34.50%,33,40,82.50%,9,73,82,1.8,34,0.8,38,30,1,11,71,50,5
奈良,18,加藤 竜太,PG,60,33,1135:13:00,18:55,257,4.3,96,249,38.60%,15,61,24.60%,50,77,64.90%,48,84,132,2.2,52,0.9,57,60,3,23,87,89,4
島根,3,呉屋　貴教,SG,46,33,845:28:00,18:22,255,5.5,103,245,42.00%,15,58,25.90%,34,47,72.30%,23,89,112,2.4,57,1.2,39,37,17,16,83,53,6
西宮,3,松崎 賢人,PG,48,22,660:41:00,13:45,250,5.2,94,232,40.50%,24,82,29.30%,38,53,71.70%,11,48,59,1.2,84,1.8,34,30,4,14,76,86,5
愛媛,31,岡本　将大,PG,58,16,1011:39:00,17:26,250,4.3,92,236,39.00%,37,118,31.40%,29,55,52.70%,28,66,94,1.6,89,1.5,93,62,3,13,105,87,4
東京EX,35,ジャスティン・ヘラルド,PF/C,30,0,508:11:00,16:56,243,8.1,104,228,45.60%,0,3,0.00%,35,75,46.70%,83,114,197,6.6,14,0.5,18,18,29,11,58,70,11
青森,0,會田　圭佑,PG,31,19,997:22:00,8:10,242,7.8,92,233,39.50%,29,90,32.20%,29,39,74.40%,22,64,86,2.8,91,2.9,53,16,3,12,48,57,8
青森,14,木村　啓太郎,PG,56,41,1090:59:00,19:28:00,237,4.2,73,203,36.00%,29,107,27.10%,62,84,73.80%,10,87,97,1.7,105,1.9,66,24,4,8,107,116,4
福島,2,テレンス・シャノン,F/C,25,1,439:23:00,17:34,237,9.5,103,201,51.20%,1,3,33.30%,30,65,46.20%,55,107,162,6.5,14,0.6,42,22,15,11,65,62,11
香川,18,前村　哲也,SG/SF,50,8,802:39:00,16:03,232,4.6,77,225,34.20%,55,173,31.80%,23,32,71.90%,20,33,53,1.1,17,0.3,16,17,0,6,61,31,3
福島,28,枡田　祐介,SF,60,29,1101:37:00,18:21,225,3.8,99,230,43.00%,7,34,20.60%,20,34,58.80%,28,60,88,1.5,47,0.8,25,48,1,9,154,57,4
東京Z,21,西谷　亮一,SF,49,35,698:44:00,14:15,221,4.5,75,211,35.50%,64,164,39.00%,7,12,58.30%,9,39,48,1,31,0.6,32,18,2,5,56,25,3
西宮,0,谷口　淳,PF,57,30,1203:45:00,21:07,218,3.8,90,203,44.30%,0,0,0.00%,38,58,65.50%,86,132,218,3.8,34,0.6,40,41,7,10,130,94,6
東京EX,33,宮田　諭,SG,60,9,946:45:00,15:46,218,3.6,94,247,38.10%,13,37,35.10%,17,28,60.70%,31,108,139,2.3,136,2.3,91,46,4,17,120,66,5
岩手,5,千葉　慎也,F,58,57,1000:39:00,17:15,216,3.7,79,190,41.60%,18,66,27.30%,40,54,74.10%,51,91,142,2.4,46,0.8,51,23,3,10,143,83,4
東京EX,12,泉 秀岳,SF,32,32,685:30:00,21:25,215,6.7,89,199,44.70%,9,18,50.00%,28,39,71.80%,36,50,86,2.7,22,0.7,31,12,2,9,63,33,6
山形,0,山本　柊輔,PG,54,4,805:26:00,14:54,212,3.9,76,210,36.20%,28,86,32.60%,32,50,64.00%,35,57,92,1.7,72,1.3,40,28,4,10,83,81,4
東京EX,31,石田 剛規,SG/SF,53,27,1256:31:00,23:42,205,3.9,72,202,35.60%,26,85,30.60%,35,40,87.50%,25,73,98,1.8,53,1,34,30,7,12,100,69,4
東京Z,32,伊良部 勝志,PG/SG,53,3,927:31:00,17:30,197,3.7,63,208,30.30%,31,117,26.50%,40,60,66.70%,35,75,110,2.1,73,1.4,40,34,0,10,74,58,4
山形,32,小島　佑太,PF,58,48,1129:16:00,19:28,195,3.4,73,234,31.20%,15,80,18.80%,34,55,61.80%,64,135,199,3.4,62,1.1,57,50,24,19,131,54,5
福島,17,堀　洋輔,PF,51,34,802:24:00,15:44,191,3.7,80,200,40.00%,2,9,22.20%,29,49,59.20%,54,89,143,2.8,24,0.5,26,12,11,18,107,40,4
西宮,8,竹野　明倫,PG,24,19,599:04:00,0:57,190,7.9,65,168,38.70%,30,81,37.00%,30,37,81.10%,10,48,58,2.4,75,3.1,47,16,1,9,36,60,8
福島,9,野上　淳史,SF,56,0,822:45:00,14:41,188,3.4,64,167,38.30%,35,106,33.00%,25,29,86.20%,12,64,76,1.4,25,0.4,16,15,1,14,59,39,3
茨城,33,青島　心,C,21,21,404:57:00,19:17,183,8.7,73,130,56.20%,1,1,100.00%,36,57,63.20%,25,66,91,4.3,9,0.4,24,3,9,7,64,64,9
信州,35,エグゼビア・フォード,SF/PF,24,2,408:56:00,17:02,177,7.4,68,197,34.50%,5,34,14.70%,36,47,76.60%,38,91,129,5.4,17,0.7,44,23,9,14,56,45,7
群馬,11,藤原　隆充,PG/SG,58,1,784:14:00,13:31,170,2.9,59,165,35.80%,17,48,35.40%,35,43,81.40%,16,87,103,1.8,55,0.9,46,18,1,3,76,47,3
岩手,1,大森　勇,G,57,8,697:38:00,12:14,167,2.9,51,156,32.70%,33,108,30.60%,32,34,94.10%,24,35,59,1,39,0.7,22,20,6,8,95,44,3
奈良,3,樋口　真斗,SG,43,6,552:36:00,12:51,167,3.9,63,167,37.70%,29,94,30.90%,12,17,70.60%,37,36,73,1.7,55,1.3,34,38,1,6,60,30,4
広島,55,キャメロン リドリー,PF/C,12,3,264:34:00,22:02,165,13.8,63,114,55.30%,0,1,0.00%,39,52,75.00%,42,58,100,8.3,7,0.6,16,7,20,6,23,43,18
信州,6,齋藤　崇人,PG,49,12,773:03:00,15:46,160,3.3,54,169,32.00%,34,106,32.10%,18,22,81.80%,13,66,79,1.6,54,1.1,45,19,5,5,71,27,3
香川,8,堀田　大暉,SG,47,8,527:08:00,11:12,154,3.3,53,157,33.80%,29,93,31.20%,19,35,54.30%,15,39,54,1.1,11,0.2,12,16,2,8,46,29,2
鹿児島,9,山田　安斗夢,SG,49,14,517:41:00,10:33,151,3.1,65,138,47.10%,2,4,50.00%,19,25,76.00%,14,28,42,0.9,40,0.8,39,24,1,9,62,41,3
信州,10,三ツ井 利也,F,26,13,472:48:00,18:11,143,5.5,46,121,38.00%,26,68,38.20%,25,28,89.30%,12,58,70,2.7,11,0.4,12,9,6,7,51,33,6
東京EX,6,長澤 健司,SG/SF,56,39,905:22:00,16:10,143,2.6,57,169,33.70%,20,69,29.00%,9,14,64.30%,22,38,60,1.1,51,0.9,41,28,0,5,58,15,2
岩手,30,鈴木　友貴,SG,54,9,543:01:00,10:03,142,2.6,52,155,33.50%,23,70,32.90%,15,27,55.60%,9,35,44,0.8,17,0.3,15,10,1,4,32,25,2
FE名古屋,16,坂本 健,PF,47,11,533:38:00,11:21,135,2.9,57,143,39.90%,4,19,21.10%,17,44,38.60%,25,55,80,1.7,8,0.2,13,9,7,11,63,48,2
FE名古屋,39,成田 正弘,PG,26,2,491:16:00,18:53,135,5.2,46,146,31.50%,24,80,30.00%,19,29,65.50%,17,36,53,2,48,1.8,30,14,4,3,50,28,4
群馬,36,高木　裕也,SG,56,3,612:52:00,10:56,133,2.4,46,169,27.20%,40,151,26.50%,1,6,16.70%,6,15,21,0.4,11,0.2,22,11,1,6,54,8,0
熊本,12,高濱　拓矢,SG,38,2,287:10:00,7:33,131,3.4,44,141,31.20%,31,97,32.00%,12,20,60.00%,5,18,23,0.6,10,0.3,18,12,3,3,46,21,1
島根,44,栗野　譲,PF,54,36,653:46:00,12:06,130,2.4,58,120,48.30%,0,0,0.00%,14,25,56.00%,55,115,170,3.1,26,0.5,23,11,6,9,95,41,5
茨城,25,米澤　翼,SG,52,8,543:11:00,10:26,129,2.5,40,113,35.40%,11,44,25.00%,38,52,73.10%,11,48,59,1.1,33,0.6,45,19,4,13,65,49,2
東京Z,23,劉 瑾,C,32,1,440:24:00,13:45,128,4,55,117,47.00%,0,2,0.00%,18,43,41.90%,40,70,110,3.4,13,0.4,25,11,11,6,58,38,5
茨城,11,山口　祐希,PG,54,14,874:26:00,16:11,128,2.4,51,138,37.00%,7,36,19.40%,19,26,73.10%,30,62,92,1.7,65,1.2,32,28,2,6,84,49,4
熊本,88,高村　成寿,PF/C,33,6,316:44:00,9:35,124,3.8,43,108,39.80%,19,61,31.10%,19,24,79.20%,11,28,39,1.2,15,0.5,11,6,5,2,27,22,3
FE名古屋,15,シェリフ ソウ,PF,35,0,339:12:00,9:41,120,3.4,47,88,53.40%,2,10,20.00%,24,44,54.50%,33,66,99,2.8,11,0.3,14,9,12,4,47,33,5
香川,9,坂井　耀平,PG,45,0,561:58:00,12:29,118,2.6,42,169,24.90%,17,85,20.00%,17,24,70.80%,12,43,55,1.2,47,1,47,6,0,14,28,29,1
青森,58,永山　雄太,SG,34,3,553:05:00,16:16,114,3.4,42,108,38.90%,25,77,32.50%,5,5,100.00%,19,45,64,1.9,36,1.1,21,38,3,4,43,9,5
鹿児島,24,玉田　博人,SG,57,15,669:14:00,11:44,110,1.9,44,129,34.10%,9,33,27.30%,13,18,72.20%,35,57,92,1.6,39,0.7,35,17,0,11,47,31,2
岩手,54,澤地　サミュエル　Jr,PF,50,2,381:59:00,7:38,110,2.2,46,99,46.50%,0,0,0.00%,18,29,62.10%,28,52,80,1.6,14,0.3,30,3,1,10,64,31,2
東京Z,10,中川　和之,PG,30,13,491:22:00,16:22,104,3.5,36,108,33.30%,24,85,28.20%,8,17,47.10%,6,28,34,1.1,44,1.5,16,6,1,0,41,22,3
鹿児島,1,山下　颯,PF,56,15,400:35:00,7:09,103,1.8,40,117,34.20%,0,8,0.00%,23,46,50.00%,19,23,42,0.8,14,0.3,22,15,4,13,22,46,1
山形,7,佐々木　瑛,SG,43,20,359:10:00,8:21,93,2.2,36,86,41.90%,14,42,33.30%,7,10,70.00%,5,26,31,0.7,9,0.2,11,4,1,3,29,13,2
鹿児島,10,林　亮太,PG,42,1,334:27:00,7:57,93,2.2,33,114,28.90%,21,88,23.90%,6,8,75.00%,4,20,24,0.6,14,0.3,16,15,0,3,23,13,1
青森,9,野里　惇貴,SG,24,0,291:24:00,12:08,92,3.8,30,97,30.90%,24,83,28.90%,8,14,57.10%,9,12,21,0.9,14,0.6,10,7,2,1,25,12,2
香川,0,大澤　歩,PG,39,1,325:46:00,8:21,83,2.1,25,87,28.70%,8,40,20.00%,25,34,73.50%,8,20,28,0.7,22,0.6,13,12,2,4,41,49,2
群馬,33,デイビダス・ブスマ,C,16,0,216:13:00,13:30,83,5.2,35,66,53.00%,0,0,0.00%,13,29,44.80%,26,54,80,5,2,0.1,14,6,8,9,34,26,7
福島,4,猪狩　渉,PG,48,2,245:32:00,5:06,82,1.7,26,92,28.30%,6,24,25.00%,24,27,88.90%,3,7,10,0.2,17,0.4,23,9,2,2,38,28,1
愛媛,93,伴　晃生,PG,38,5,370:42:00,9:45,80,2.1,27,82,32.90%,10,41,24.40%,16,25,64.00%,17,29,46,1.2,50,1.3,27,29,0,4,65,27,3
群馬,26,中野 広大,SG,16,10,247:15:00,15:27,77,4.8,28,78,35.90%,21,59,35.60%,0,3,0.00%,1,17,18,1.1,1,0.1,8,5,0,3,19,9,3
群馬,5,仁平　拓海,SF/PF,22,17,378:13:00,17:11,76,3.5,31,95,32.60%,2,12,16.70%,12,19,63.20%,21,47,68,3.1,14,0.6,14,10,8,7,41,17,4
青森,81,下田　悠介,SF,46,4,315:59:00,6:52,76,1.7,25,61,41.00%,9,26,34.60%,17,28,60.70%,9,14,23,0.5,12,0.3,15,6,3,5,53,19,1
青森,19,山口 力也,SG,26,8,437:47:00,16:50,73,2.8,28,79,35.40%,9,29,31.00%,8,13,61.50%,9,33,42,1.6,32,1.2,22,13,1,7,48,23,3
熊本,56,松永　建作,G,50,0,371:14:00,7:25,72,1.4,28,96,29.20%,4,24,16.70%,12,21,57.10%,11,29,40,0.8,38,0.8,40,6,1,7,60,25,1
広島,36,仲摩 匠平,SG,48,0,380:31:00,7:55,71,1.5,27,70,38.60%,5,26,19.20%,12,20,60.00%,8,38,46,1,25,0.5,13,15,3,2,30,26,2
FE名古屋,5,伊藤 大,SG,55,24,753:05:00,13:41,69,1.3,31,80,38.80%,4,26,15.40%,3,14,21.40%,41,49,90,1.6,16,0.3,18,20,12,2,60,36,2
群馬,14,花野　文昭,PG,29,6,221:32:00,7:38,68,2.3,22,47,46.80%,5,15,33.30%,19,23,82.60%,2,19,21,0.7,18,0.6,21,7,2,0,30,20,2
岩手,23,小寺　裕介,SG,27,1,164:06:00,6:04,68,2.5,23,62,37.10%,20,55,36.40%,2,6,33.30%,3,5,8,0.3,2,0.1,7,1,1,0,19,6,1
愛媛,75,赤土　裕典,SF/PF,22,8,297:01:00,13:30,66,3,31,77,40.30%,2,14,14.30%,2,8,25.00%,17,29,46,2.1,9,0.4,17,4,2,4,43,11,3
山形,6,藤岡　昂希,SF,52,4,371:41:00,7:08,64,1.2,26,76,34.20%,3,8,37.50%,9,21,42.90%,15,22,37,0.7,8,0.2,11,6,2,11,47,24,1
山形,24,仲西 淳,PG,19,3,261:58:00,13:47,64,3.4,22,83,26.50%,11,50,22.00%,9,10,90.00%,2,32,34,1.8,24,1.3,10,6,0,3,25,24,3
群馬,9,矢代　雪次郎,PG,37,0,217:58:00,5:53,61,1.6,22,56,39.30%,7,22,31.80%,10,20,50.00%,9,23,32,0.9,24,0.6,30,7,1,2,47,25,1
東京EX,11,長谷川 凌,PF/C,22,16,291:13:00,13:14,60,2.7,19,62,30.60%,0,4,0.00%,22,30,73.30%,18,24,42,1.9,9,0.4,19,8,1,3,36,38,2
西宮,2,丸山 公平,SG,41,5,313:18:00,7:38,54,1.3,19,56,33.90%,5,20,25.00%,11,20,55.00%,11,26,37,0.9,11,0.3,14,7,1,4,27,23,1
島根,12,寒竹　隼人,SF,6,4,87:19:00,14:33,51,8.5,19,37,51.40%,10,23,43.50%,3,3,100.00%,1,6,7,1.2,3,0.5,5,3,1,1,9,11,7
鹿児島,7,頭山　竜之介,PG,50,0,284:58:00,5:41,47,0.9,17,55,30.90%,2,6,33.30%,11,17,64.70%,5,19,24,0.5,33,0.7,21,11,1,7,27,20,1
東京EX,2,椎名　雄大,PF,20,3,232:09:00,11:36,45,2.3,17,54,31.50%,8,27,29.60%,3,6,50.00%,3,22,25,1.3,10,0.5,7,4,2,4,46,7,2
茨城,12,大友　隆太郎,SG/SF,17,4,180:05:00,10:35,42,2.5,17,46,37.00%,7,23,30.40%,1,3,33.30%,3,10,13,0.8,2,0.1,8,0,2,6,22,4,1
東京Z,14,柏倉　哲平,PG,8,0,157:17:00,19:39,41,5.1,14,29,48.30%,11,25,44.00%,2,4,50.00%,5,9,14,1.8,12,1.5,5,3,1,0,13,4,6
愛媛,17,安部　瑞基,SG,24,0,109:25:00,4:33,40,1.7,14,43,32.60%,9,34,26.50%,3,7,42.90%,3,6,9,0.4,3,0.1,2,2,0,0,15,6,1
青森,1,井上　大志,PG,24,0,221:02:00,9:12,37,1.5,9,31,29.00%,4,16,25.00%,15,22,68.20%,6,19,25,1,19,0.8,22,6,1,2,20,24,2
福島,41,輪島　射矢,PG/SG,38,0,87:25:00,2:18,33,0.9,9,34,26.50%,9,30,30.00%,6,9,66.70%,3,7,10,0.3,1,0,5,1,1,3,8,6,0
西宮,47,土屋　アリスター時生,C,17,0,120:05:00,7:03,29,1.7,13,26,50.00%,0,0,0.00%,3,7,42.90%,9,10,19,1.1,4,0.2,2,2,3,0,15,5,2
東京Z,92,村越 圭佑,PF,38,3,172:54:00,4:33,29,0.8,13,51,25.50%,0,4,0.00%,3,6,50.00%,20,21,41,1.1,6,0.2,11,4,6,6,27,12,1
東京EX,14,三浦 佑太,SF,21,4,154:38:00,7:21,29,1.4,9,45,20.00%,4,13,30.80%,7,10,70.00%,5,10,15,0.7,5,0.2,9,1,0,1,15,10,0
香川,23,モーガン・ヒカル・エイケン,G,18,0,133:53:00,7:26,28,1.6,11,34,32.40%,3,6,50.00%,3,6,50.00%,3,11,14,0.8,8,0.4,15,5,0,6,17,8,1
東京Z,19,中村 友也,PF,29,1,149:17:00,5:08,28,1,12,34,35.30%,2,11,18.20%,2,8,25.00%,10,14,24,0.8,3,0.1,6,2,7,0,31,9,1
FE名古屋,7,古閑 雅美,SG,16,0,75:47:00,4:44,28,1.8,10,31,32.30%,7,19,36.80%,1,2,50.00%,0,5,5,0.3,2,0.1,1,2,0,3,6,1,1
広島,27,小林　大起,PG,15,0,49:44:00,3:18,27,1.8,10,24,41.70%,2,12,16.70%,5,9,55.60%,1,7,8,0.5,6,0.4,8,2,0,3,6,5,1
茨城,43,岡村　憲司,PF,34,9,466:52:00,13:43,24,0.7,7,12,58.30%,0,1,0.00%,10,15,66.70%,14,52,66,1.9,43,1.3,8,10,4,1,83,40,4
茨城,2,夏　達維,SF,31,3,154:04:00,4:58,23,0.7,9,42,21.40%,2,18,11.10%,3,4,75.00%,2,6,8,0.3,12,0.4,10,1,1,1,16,8,0
奈良,8,菊池　広明,SG,33,1,16:46,3:25,23,0.7,7,27,25.90%,3,18,16.70%,6,6,100.00%,5,5,10,0.3,1,0,2,2,0,0,20,5,0
信州,2,德川　慎之介,SG,23,2,123:04:00,5:21,21,0.9,6,27,22.20%,0,8,0.00%,9,19,47.40%,10,9,19,0.8,5,0.2,4,5,2,3,21,14,1
岩手,22,アダム・ドレクスラー,F,17,0,11:40,6:20,20,1.2,8,41,19.50%,0,9,0.00%,4,7,57.10%,5,12,17,1,6,0.4,7,6,1,3,20,9,0
青森,15,下山 貴裕,PF,34,8,3:25,5:44,19,0.6,7,28,25.00%,0,1,0.00%,5,12,41.70%,13,16,29,0.9,4,0.1,4,3,2,3,35,18,1
愛媛,8,加藤　悠三,SG,39,1,3:53,3:10,19,0.5,9,31,29.00%,1,12,8.30%,0,2,0.00%,3,9,12,0.3,1,0,7,5,1,1,24,2,0
FE名古屋,18,小幡 滋,PF,10,0,6:12,3:01,15,1.5,5,14,35.70%,0,1,0.00%,5,5,100.00%,6,5,11,1.1,2,0.2,3,0,1,1,6,4,2
愛媛,5,田中　亮,SF,30,0,9:12,2:42,13,0.4,4,19,21.10%,3,9,33.30%,2,2,100.00%,0,0,0,0,4,0.1,2,1,2,1,26,2,0
広島,8,岡崎 修司,SG,16,0,12:21,3:46,12,0.8,5,14,35.70%,1,7,14.30%,1,1,100.00%,1,4,5,0.3,1,0.1,3,0,0,0,6,1,0
群馬,41,小倉　渓,SF/PF,4,0,14:08,9:32,12,3,5,11,45.50%,0,2,0.00%,2,2,100.00%,2,5,7,1.8,1,0.3,5,1,1,0,9,4,3
青森,21,橋本 龍弥,PG,10,0,16:58,8:53,11,1.1,2,19,10.50%,2,14,14.30%,5,6,83.30%,3,8,11,1.1,6,0.6,8,5,0,1,8,7,1
信州,20,栗原　祐太,PG,14,1,0:04,3:26,9,0.6,3,12,25.00%,3,10,30.00%,0,0,0.00%,1,3,4,0.3,2,0.1,3,0,0,2,4,1,0
茨城,91,佐藤　浩貴,C,49,17,4:07,3:30,8,0.2,3,6,50.00%,0,0,0.00%,2,4,50.00%,17,21,38,0.8,2,0,7,4,0,0,40,5,1
東京Z,6,小久保　眞,PF,11,0,7:57,2:54,5,0.5,2,8,25.00%,1,1,100.00%,0,0,0.00%,2,2,4,0.4,2,0.2,1,0,0,0,4,0,0
西宮,24,石橋 晴行,PG,8,0,16:35,2:04,4,0.5,1,5,20.00%,1,4,25.00%,1,2,50.00%,0,0,0,0,3,0.4,1,0,0,0,3,1,0
西宮,10,坂井 レオ,PF/C,5,0,14:12,2:50,4,0.8,2,5,40.00%,0,0,0.00%,0,0,0.00%,1,4,5,1,1,0.2,3,1,0,1,3,0,1
FE名古屋,0,野﨑 零也,SG,1,0,7:04,7:04,2,2,1,3,33.30%,0,2,0.00%,0,0,0.00%,1,1,2,2,1,1,0,0,0,0,0,1,3
西宮,26,松本　健児リオン,PG/SG,2,0,0:53:00,0:26,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0
東京EX,51,田口　暖,G,5,0,15:04:00,3:00,0,0,0,2,0.00%,0,0,0.00%,0,0,0.00%,0,2,2,0.4,1,0.2,6,1,0,0,5,1,-1
群馬,23,種市　幸祐,SG/SF,0,0,0:39:00,0:00,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0
奈良,-,ジョン　フラワーズ,SF,26,11,583:14:00,22:25,363,14,142,345,41.20%,38,128,29.70%,41,68,60.30%,43,111,154,5.9,54,2.1,56,17,25,8,60,89,13
福島,-,ドノバン　カーク,PF/C,32,1,607:57:00,18:59:00,333,10.4,132,263,50.20%,8,19,42.10%,61,86,70.90%,61,136,197,6.2,17,0.5,40,16,49,6,80,83,13
信州,-,ウィリアム・カーター,F/C,28,5,570:20:00,20:22,318,11.4,115,230,50.00%,22,70,31.40%,66,87,75.90%,57,153,210,7.5,30,1.1,60,17,14,5,91,82,14
鹿児島,-,チャド　ポスチュマス,C,14,5,392:52:00,4:03,271,19.4,108,213,50.70%,6,20,30.00%,49,71,69.00%,59,90,149,10.6,11,0.8,48,3,4,11,31,68,19
信州,-,ジャマール・ボイキン,F/C,23,11,489:21:00,21:16,253,11,104,245,42.40%,14,60,23.30%,31,39,79.50%,49,96,145,6.3,40,1.7,32,16,5,7,52,46,12
茨城,-,ローガン・スタッツ,PF,18,3,366:34:00,20:21,240,13.3,92,171,53.80%,13,39,33.30%,43,54,79.60%,32,72,104,5.8,12,0.7,34,9,1,17,39,53,13
信州,-,テレンス・シャノン,F/C,22,10,483:10:00,21:57,231,10.5,90,179,50.30%,0,0,0.00%,51,83,61.40%,76,141,217,9.9,20,0.9,43,15,13,10,58,62,15
東京Z,-,ザッカリー・アンドリュース,PF,18,14,554:15:00,6:47,206,11.4,84,165,50.90%,4,13,30.80%,34,63,54.00%,53,159,212,11.8,32,1.8,39,30,23,6,57,62,20
茨城,-,ジャーフロー・ラーカイ,PF/C,37,8,505:33:00,13:39,201,5.4,85,173,49.10%,0,1,0.00%,31,88,35.20%,59,88,147,4,28,0.8,44,2,9,16,100,83,5
FE名古屋,-,ラマー・サンダース,F,20,2,455:54:00,22:47,141,7.1,59,108,54.60%,2,5,40.00%,21,48,43.80%,44,93,137,6.9,37,1.9,37,15,6,13,30,36,11
茨城,-,ゼイビア・フォード,SF/PF,8,0,136:47:00,17:05,95,11.9,37,102,36.30%,3,21,14.30%,18,27,66.70%,19,33,52,6.5,4,0.5,18,11,2,7,20,26,9
信州,-,ジョシュア・ドラード,F,7,2,121:32:00,17:21,93,13.3,33,71,46.50%,4,9,44.40%,23,31,74.20%,7,26,33,4.7,7,1,16,7,1,4,18,21,11
愛媛,-,レミ・バリー,SF,8,1,139:36:00,17:27,84,10.5,35,82,42.70%,6,26,23.10%,8,16,50.00%,12,24,36,4.5,1,0.1,8,3,2,5,15,23,8
岩手,-,澁田　怜音,PG,17,0,199:28:00,11:44,71,4.2,24,64,37.50%,9,29,31.00%,14,16,87.50%,2,10,12,0.7,22,1.3,18,8,1,3,13,17,3
福島,-,水野 幹太,PG,12,0,18:10,15:30,63,5.3,21,68,30.90%,8,29,27.60%,13,16,81.30%,6,10,16,1.3,12,1,16,10,4,7,22,13,3
山形,-,目　健人,SF,16,6,165:54:00,10:22,53,3.3,19,55,34.50%,15,44,34.10%,0,0,0.00%,4,16,20,1.3,2,0.1,6,2,0,3,10,3,2
鹿児島,-,サイラス・テイト,PF/C,4,0,75:39:00,18:54,39,9.8,16,28,57.10%,0,1,0.00%,7,12,58.30%,10,17,27,6.8,2,0.5,10,1,1,0,12,7,11
群馬,-,ケネス シムス,PF,5,0,81:08:00,16:13,35,7,16,27,59.30%,1,1,100.00%,2,2,100.00%,12,15,27,5.4,6,1.2,3,2,2,2,15,7,12
熊本,-,柿内　輝心,G,7,0,77:45:00,11:06,32,4.6,14,31,45.20%,1,6,16.70%,3,4,75.00%,0,9,9,1.3,4,0.6,2,7,1,0,4,6,5
山形,-,マット・ロペス,C,3,0,50:59:00,16:59,19,6.3,8,17,47.10%,0,0,0.00%,3,4,75.00%,4,10,14,4.7,3,1,5,1,0,1,5,6,7
愛媛,-,泉　秀岳,SF,7,0,43:22:00,6:11,7,1,3,10,30.00%,0,0,0.00%,1,2,50.00%,1,4,5,0.7,1,0.1,2,1,0,1,0,1,1
山形,-,石川　裕一,PG,5,0,23:11,4:38,5,1,2,3,66.70%,1,1,100.00%,0,0,0.00%,0,2,2,0.4,1,0.2,0,1,0,0,3,0,2
熊本,-,奈良　篤斗,G,6,0,7:28,1:14,4,0.7,1,4,25.00%,0,0,0.00%,2,4,50.00%,0,0,0,0,1,0.2,6,0,0,0,0,3,-1
西宮,-,内藤　健太,SG,1,0,2:40,2:40,0,0,0,2,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,-2
鹿児島,-,大町 イサ男,SF,2,0,0:45,0:22,0,0,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,-1
岩手,-,ジョーダン　ベイカー,PF,0,0,0:39,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0
岩手,-,永田　渉,PF,2,0,0:43,0:21,0,0,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,-1
