"Seq","League","Area","Team","Name","Position_Raw","School","Hometown","Birthday_Raw","Birthday","Height_Raw","Height","Weight_Raw","Weight","Nationality","PlayerId","Position"
"287","B2","東地区","群馬","中野 広大","ポジション / SG","法政大学","神奈川県","1994年5月8日","1994-05-08","183cm",183,"81kg",81,"日本",10892,"SG"
"288","B2","東地区","群馬","アブドゥーラ・クウソー","ポジション / C","ゴンザガ大学","ナイジェリア","1984年2月17日","1984-02-17","206cm",206,"112kg",112,"ナイジェリア",9411,"C"
"289","B2","東地区","群馬","喜久山 貴一","ポジション / PG","順天堂大学","沖縄県","1992年4月26日","1992-04-26","178cm",178,"75kg",75,"日本",8711,"PG"
"290","B2","東地区","群馬","根東 裕隆","ポジション / PG/SG","天理大学","徳島県","1982年6月29日","1982-06-29","185cm",185,"88kg",88,"日本",8613,"PG/SG"
"291","B2","中地区","東京Z","増子 匠","ポジション / SF","神奈川大学","埼玉県","1991年1月9日","1991-01-09","187cm",187,"86kg",86,"日本",9064,"SF"
"292","B2","中地区","東京Z","ウィル・クリークモア","ポジション / PF/C","ミズーリ州立大学","アメリカ","1989年4月9日","1989-04-09","206cm",206,"100kg",100,"アメリカ合衆国",9071,"PF/C"
"293","B2","中地区","東京Z","小島 佑太","ポジション / SF/PF","拓殖大学","栃木県","1983年10月31日","1983-10-31","192cm",192,"88kg",88,"日本",8759,"SF/PF"
"294","B2","中地区","東京Z","モガ・ラド","ポジション / PF/C","キャンベル大学","アメリカ","1995年11月23日","1995-11-23","203cm",203,"97kg",97,"アメリカ合衆国",18446,"PF/C"
"295","B2","中地区","東京Z","ナイジェル・スパイクス","ポジション / PF/C","マーシャル大学","アメリカ","1989年10月18日","1989-10-18","209cm",209,"108kg",108,"アメリカ合衆国",9332,"PF/C"
"296","B2","中地区","東京Z","柏倉 哲平","ポジション / PG","青山学院大学","山形県","1995年1月20日","1995-01-20","180cm",180,"82kg",82,"日本",10894,"PG"
"297","B2","中地区","東京Z","河相 智志","ポジション / SG","広島県立戸手高等学校","広島県","1982年3月29日","1982-03-29","182cm",182,"83kg",83,"日本",9045,"SG"
"298","B2","中地区","東京Z","西山 達哉","ポジション / PG/SG","駒澤大学","神奈川県","1988年7月20日","1988-07-20","172cm",172,"68kg",68,"日本",8547,"PG/SG"
"299","B2","中地区","東京Z","高山 師門","ポジション / PF","東海大学","東京都","1990年4月22日","1990-04-22","188cm",188,"86kg",86,"日本",8556,"PF"
"300","B2","中地区","東京Z","輪島 射矢","ポジション / SG","アップルスポーツカレッジ","北海道","1985年10月12日","1985-10-12","176cm",176,"78kg",78,"日本",8679,"SG"
"301","B2","中地区","東京Z","村越 圭佑","ポジション / PF","筑波大学","静岡県","1994年3月16日","1994-03-16","195cm",195,"100kg",100,"日本",8557,"PF"
"302","B2","中地区","八王子","浅野 崇史","ポジション / SF","専修大学","神奈川県","1985年10月11日","1985-10-11","193cm",193,"84kg",84,"日本",9249,"SF"
"303","B2","中地区","八王子","池田 裕介","ポジション / SG","江戸川大学","福岡県","1988年11月10日","1988-11-10","180cm",180,"73kg",73,"日本",9250,"SG"
"304","B2","中地区","八王子","大城 侑朔","ポジション / PG","日本体育大学","沖縄県","1995年3月1日","1995-03-01","180cm",180,"80kg",80,"日本",10854,"PG"
"305","B2","中地区","八王子","亀崎 光博","ポジション / SF","柏高等学校","千葉県","1986年10月7日","1986-10-07","189cm",189,"82kg",82,"日本",9241,"SF"
"306","B2","中地区","八王子","ウェスリー・ミッター","ポジション / PG","ミズーリ・ウェスタン州立大学","神奈川県","1994年8月20日","1994-08-20","180cm",180,"77kg",77,"日本",18403,"PG"
"307","B2","中地区","八王子","セオン・エディ","ポジション / SG","コロンビア大学","東京都","1991年1月15日","1991-01-15","190cm",190,"86kg",86,"日本",9027,"SG"
"308","B2","中地区","八王子","ルブライアン・ナッシュ","ポジション / SF","オクラホマ州立大学","アメリカ","1992年6月30日","1992-06-30","201cm",201,"107kg",107,"アメリカ合衆国",18404,"SF"
"309","B2","中地区","八王子","地久里 謙成","ポジション / SF","天理大学","鹿児島県","1992年1月30日","1992-01-30","187cm",187,"85kg",85,"日本",9254,"SF"
"310","B2","中地区","八王子","福田 幹也","ポジション / SF/PF","神奈川大学","神奈川県","1980年6月6日","1980-06-06","191cm",191,"92kg",92,"日本",18462,"SF/PF"
"311","B2","中地区","八王子","アレクサンダー・ジョーンズ","ポジション / C","シアトル大学","アメリカ","1987年10月17日","1987-10-17","206cm",206,"105kg",105,"アメリカ合衆国",9261,"C"
"312","B2","中地区","八王子","大金 広弥","ポジション / PG","国際武道大学","茨城県","1989年12月21日","1989-12-21","180cm",180,"72kg",72,"日本",9262,"PG"
"313","B2","中地区","金沢","デンゼル・ボウルズ","ポジション / PF","ジェームズマディソン大学","米国","1989年5月1日","1989-05-01","208cm",208,"116kg",116,"アメリカ合衆国",18435,"PF"
"314","B2","中地区","金沢","八幡 圭祐","ポジション / SF","アラヌイ高校","神奈川県","1991年2月25日","1991-02-25","181cm",181,"76kg",76,"日本",8472,"SF"
"315","B2","中地区","金沢","ライアン・リード","ポジション / PF","フロリダ州立大学","米国","1986年10月30日","1986-10-30","204cm",204,"107kg",107,"アメリカ合衆国",8845,"PF"
"316","B2","中地区","金沢","柳川 龍之介","ポジション / SF","白鴎大学","宮城県","1991年6月11日","1991-06-11","188cm",188,"84kg",84,"日本",8478,"SF"
"317","B2","中地区","金沢","木田 貴明","ポジション / SF","青山学院大学","石川県","1995年7月16日","1995-07-16","187cm",187,"87kg",87,"日本",15750,"SF"
"318","B2","中地区","金沢","井上 裕介","ポジション / PF","筑波大学","滋賀県","1982年9月7日","1982-09-07","195cm",195,"98kg",98,"日本",9267,"PF"
"319","B2","中地区","金沢","本間 遼太郎","ポジション / PG/SG","日本体育大学","新潟県","1992年10月13日","1992-10-13","173cm",173,"75kg",75,"日本",8473,"PG/SG"
"320","B2","中地区","金沢","鈴木 豊","ポジション / SF/PF","大東文化大学","北海道","1986年5月2日","1986-05-02","190cm",190,"85kg",85,"日本",9273,"SF/PF"
"321","B2","中地区","金沢","武田 倫太郎","ポジション / PG/SG","大阪体育大学","兵庫県","1991年6月8日","1991-06-08","175cm",175,"75kg",75,"日本",9244,"PG/SG"
"322","B2","中地区","金沢","与那嶺 翼","ポジション / PG","日本体育大学","沖縄県","1983年5月13日","1983-05-13","172cm",172,"70kg",70,"日本",9274,"PG"
"323","B2","中地区","金沢","井手 勇次","ポジション / SG/SF","早稲田大学","埼玉県","1988年6月8日","1988-06-08","181cm",181,"83kg",83,"日本",9275,"SG/SF"
"324","B2","中地区","信州","蒲谷 正之","ポジション / SG","日本大学","神奈川県","1982年7月2日","1982-07-02","183cm",183,"80kg",80,"日本",8455,"SG"
"325","B2","中地区","信州","武井 弘明","ポジション / PG","國學院大學","長野県","1991年7月31日","1991-07-31","185cm",185,"75kg",75,"日本",8667,"PG"
"326","B2","中地区","信州","齋藤 崇人","ポジション / PG","日本大学","新潟県","1985年5月10日","1985-05-10","184cm",184,"79kg",79,"日本",8668,"PG"
"327","B2","中地区","信州","石川 海斗","ポジション / PG","日本大学","東京都","1990年11月30日","1990-11-30","170cm",170,"72kg",72,"日本",8722,"PG"
"328","B2","中地区","信州","栗原 ルイス","ポジション / SG","ウィッティア大学","アメリカ","1996年11月3日","1996-11-03","188cm",188,"86kg",86,"アメリカ合衆国",18428,"SG"
"329","B2","中地区","信州","佐藤 託矢","ポジション / PF","青山学院大学","大阪府","1983年8月25日","1983-08-25","198cm",198,"102kg",102,"日本",8458,"PF"
"330","B2","中地区","信州","飯田 遼","ポジション / PG/SG","拓殖大学","長野県","1995年4月11日","1995-04-11","185cm",185,"86kg",86,"日本",15826,"PG/SG"
"331","B2","中地区","信州","大崎 裕太","ポジション / PG/SG","青山学院大学","茨城県","1994年6月1日","1994-06-01","177cm",177,"77kg",77,"日本",18429,"PG/SG"
"332","B2","中地区","信州","上杉 翔","ポジション / SF/PF","拓殖大学","福島県","1990年2月9日","1990-02-09","192cm",192,"90kg",90,"日本",8672,"SF/PF"
"333","B2","中地区","信州","三ツ井 利也","ポジション / SF/PF","東海大学","長野県","1994年6月2日","1994-06-02","190cm",190,"95kg",95,"日本",10842,"SF/PF"
"334","B2","中地区","信州","ウェイン・マーシャル","ポジション / C","テンプル大学","アメリカ","1986年1月7日","1986-01-07","211cm",211,"130kg",130,"アメリカ合衆国",8843,"C"
"335","B2","中地区","信州","アンソニー・マクヘンリー","ポジション / PF/C","ジョージア工科大学","アメリカ","1983年4月16日","1983-04-16","202cm",202,"101kg",101,"アメリカ合衆国",8651,"PF/C"
"336","B2","中地区","FE名古屋","山本 エドワード","ポジション / PG","大東文化大学","鳥取県","1986年12月2日","1986-12-02","174cm",174,"83kg",83,"日本",8836,"PG"
"337","B2","中地区","FE名古屋","宮崎 恭行","ポジション / PG","名古屋大谷高校","三重県","1986年1月27日","1986-01-27","170cm",170,"68kg",68,"日本",12597,"PG"
"338","B2","中地区","FE名古屋","伊藤 大","ポジション / SG","甲南大学","愛知県","1985年7月30日","1985-07-30","182cm",182,"81kg",81,"日本",8527,"SG"
"339","B2","中地区","FE名古屋","杉本 慶","ポジション / SG","中京大学","滋賀県","1992年7月9日","1992-07-09","182cm",182,"80kg",80,"日本",8520,"SG"
"340","B2","中地区","FE名古屋","野崎 零也","ポジション / SG","白<U+9DD7>大学（在学中）","佐賀県","1995年9月8日","1995-09-08","185cm",185,"83kg",83,"日本",15853,"SG"
"341","B2","中地区","FE名古屋","兒玉 貴通","ポジション / PG","大東文化大学","福岡県","1992年6月11日","1992-06-11","166cm",166,"66kg",66,"日本",9218,"PG"
"342","B2","中地区","FE名古屋","シェリフ・ソウ","ポジション / SF/PF","近畿大学","セネガル","1992年12月15日","1992-12-15","201cm",201,"85kg",85,"セネガル",8522,"SF/PF"
"343","B2","中地区","FE名古屋","坂本 健","ポジション / PF","東海大学","静岡県","1989年6月25日","1989-06-25","193cm",193,"96kg",96,"日本",8523,"PF"
"344","B2","中地区","FE名古屋","飛田 浩明","ポジション / SG/SF","日本大学","茨城県","1990年8月18日","1990-08-18","185cm",185,"89kg",89,"日本",8550,"SG/SF"
"345","B2","中地区","FE名古屋","ジョシュ・ホーキンソン","ポジション / PF/C","ワシントン州立大学","米国","1995年6月23日","1995-06-23","208cm",208,"106kg",106,"アメリカ合衆国",12598,"PF/C"
"346","B2","中地区","FE名古屋","ギャレット・スタツ","ポジション / C","ウィチタ州立大学","アメリカ","1990年2月10日","1990-02-10","214cm",214,"115kg",115,"アメリカ合衆国",12641,"C"
"347","B2","中地区","FE名古屋","伊藤 大和","ポジション / PG/SG","中京大","愛知県","1995年7月19日","1995-07-19","185cm",185,"70kg",70,"日本",15759,"PG/SG"
"348","B2","中地区","FE名古屋","高村 成寿","ポジション / PF","浜松大学","栃木県","1984年8月6日","1984-08-06","194cm",194,"96kg",96,"日本",9353,"PF"
"349","B2","中地区","西宮","上原 壮大郎","ポジション / PG","東海大学","山梨県","1994年8月10日","1994-08-10","170cm",170,"68kg",68,"日本",18175,"PG"
"350","B2","中地区","西宮","ドゥレイロン・バーンズ","ポジション / SG/SF","ディポール大学","アメリカ","1985年4月11日","1985-04-11","194cm",194,"95kg",95,"アメリカ合衆国",10256,"SG/SF"
"351","B2","中地区","西宮","松崎 賢人","ポジション / PG","拓殖大学","兵庫県","1988年5月17日","1988-05-17","178cm",178,"70kg",70,"日本",8535,"PG"
"352","B2","中地区","西宮","大塚 勇人","ポジション / PG","早稲田大学","埼玉県","1990年4月3日","1990-04-03","173cm",173,"69kg",69,"日本",8518,"PG"
"353","B2","中地区","西宮","谷 直樹","ポジション / SF","甲南大学","兵庫県","1988年7月3日","1988-07-03","193cm",193,"80kg",80,"日本",8536,"SF"
"354","B2","中地区","西宮","アレン・ウエスト","ポジション / C","ネバダ大学","アメリカ","1991年11月6日","1991-11-06","206cm",206,"107kg",107,"日本",18468,"C"
"355","B2","中地区","西宮","道原 紀晃","ポジション / PG/SG","大阪商業大学","兵庫県","1989年9月7日","1989-09-07","178cm",178,"66kg",66,"日本",8538,"PG/SG"
"356","B2","中地区","西宮","谷口 淳","ポジション / PF","同志社大学","大阪府","1992年7月31日","1992-07-31","192cm",192,"86kg",86,"日本",9068,"PF"
"357","B2","中地区","西宮","梁川 禎浩","ポジション / SG","筑波大学","大阪府","1986年4月25日","1986-04-25","183cm",183,"78kg",78,"日本",8539,"SG"
"358","B2","中地区","西宮","ランディー・ホワイト","ポジション / C","ノースカロライナ大学グリーンズボロ校","アメリカ","1994年7月1日","1994-07-01","203cm",203,"127kg",127,"アメリカ合衆国",18443,"C"
"359","B2","中地区","西宮","内藤 健太","ポジション / SG","大阪体育大学","大阪府","1995年7月25日","1995-07-25","187cm",187,"80kg",80,"日本",10257,"SG"
"360","B2","中地区","西宮","土屋 アリスター時生","ポジション / C","大阪教育大学","イギリス","1995年12月31日","1995-12-31","198cm",198,"88kg",88,"日本",10258,"C"
"361","B2","中地区","西宮","佐藤 浩貴","ポジション / C","専修大学","神奈川県","1981年12月8日","1981-12-08","203cm",203,"110kg",110,"日本",8640,"C"
"362","B2","西地区","奈良","樋口 真斗","ポジション / SG","九州産業大学","福岡県","1992年7月21日","1992-07-21","177cm",177,"75kg",75,"日本",9074,"SG"
"363","B2","西地区","奈良","ゲイリー・ハミルトン","ポジション / C","マイアミ大学","アメリカ合衆国","1984年8月7日","1984-08-07","208cm",208,"125kg",125,"アメリカ合衆国",9456,"C"
"364","B2","西地区","奈良","前村 雄大","ポジション / PG/SG","東海大学","宮崎県","1987年7月6日","1987-07-06","176cm",176,"73kg",73,"日本",8495,"PG/SG"
"365","B2","西地区","奈良","ジェフリー・パーマー","ポジション / PF","フロリダ・アトランティック大学","アメリカ合衆国","1985年4月27日","1985-04-27","203cm",203,"105kg",105,"アメリカ合衆国",9398,"PF"
"366","B2","西地区","奈良","仁平 拓海","ポジション / SF/PF","日本大学","北海道","1994年6月20日","1994-06-20","191cm",191,"89kg",89,"日本",10881,"SF/PF"
"367","B2","西地区","奈良","種市 幸祐","ポジション / SG/SF","日本大学","静岡県","1987年12月22日","1987-12-22","188cm",188,"85kg",85,"日本",8610,"SG/SF"
"368","B2","西地区","奈良","小松 秀平","ポジション / SG","国士舘大学","北海道","1985年6月10日","1985-06-10","184cm",184,"83kg",83,"日本",8562,"SG"
"369","B2","西地区","奈良","横江 豊","ポジション / PG","日本体育大学","滋賀県","1989年4月19日","1989-04-19","178cm",178,"68kg",68,"日本",8461,"PG"
"370","B2","西地区","奈良","本多 純平","ポジション / SF","東京成徳大学","富山県","1988年12月7日","1988-12-07","190cm",190,"94kg",94,"日本",8558,"SF"
"371","B2","西地区","奈良","松本 健児リオン","ポジション / PG/SG","名古屋経済大学","神奈川県","1994年5月30日","1994-05-30","183cm",183,"78kg",78,"日本",10893,"PG/SG"
"372","B2","西地区","奈良","石塚 裕也","ポジション / SF/PF","立命館大学","大阪府","1992年6月5日","1992-06-05","187cm",187,"80kg",80,"日本",9070,"SF/PF"
"373","B2","西地区","香川","大澤 歩","ポジション / PG","専修大学","静岡県","1991年4月14日","1991-04-14","177cm",177,"75kg",75,"日本",9336,"PG"
"374","B2","西地区","香川","レジナルド・ウォーレン","ポジション / PF/C","西フロリダ大学","アメリカ合衆国","1981年2月8日","1981-02-08","205cm",205,"108kg",108,"アメリカ合衆国",9388,"PF/C"
"375","B2","西地区","香川","藤岡 昂希","ポジション / SF","専修大学","千葉県","1991年7月18日","1991-07-18","191cm",191,"90kg",90,"日本",8618,"SF"
"376","B2","西地区","香川","堀川 竜一","ポジション / SF","京都産業大学","富山県","1979年6月9日","1979-06-09","190cm",190,"88kg",88,"日本",8710,"SF"
"377","B2","西地区","香川","高比良 寛治","ポジション / SG/SF","芦屋大学","長崎県","1993年9月14日","1993-09-14","185cm",185,"83kg",83,"日本",12605,"SG/SF"
"378","B2","西地区","香川","石川 智也","ポジション / PG","アップルスポーツカレッジ","三重県","1996年3月14日","1996-03-14","188cm",188,"83kg",83,"日本",9077,"PG"
"379","B2","西地区","香川","安部 瑞基","ポジション / SG","大阪教育大学","香川県","1993年7月29日","1993-07-29","177cm",177,"79kg",79,"日本",10836,"SG"
"380","B2","西地区","香川","原田 祥伍","ポジション / PF","立命館大学","大阪府","1995年10月11日","1995-10-11","191cm",191,"96kg",96,"日本",18463,"PF"
"381","B2","西地区","香川","テレンス・ウッドベリー","ポジション / SG/SF","ジョージア大学","アメリカ合衆国","1987年6月16日","1987-06-16","203cm",203,"100kg",100,"アメリカ合衆国",10831,"SG/SF"
"382","B2","西地区","香川","高田 秀一","ポジション / SF/PF","日本体育大","東京都","1983年10月13日","1983-10-13","195cm",195,"91kg",91,"日本",9346,"SF/PF"
"383","B2","西地区","香川","木村 啓太郎","ポジション / PG","新潟医療福祉大学","青森県","1993年6月12日","1993-06-12","175cm",175,"67kg",67,"日本",8744,"PG"
"384","B2","西地区","香川","筑波 拓朗","ポジション / SF","東洋大学","長野県","1992年9月21日","1992-09-21","188cm",188,"83kg",83,"日本",9221,"SF"
"385","B2","西地区","広島","ジャマリ・トレイラー","ポジション / PF/C","カンザス大学","アメリカ合衆国","1992年6月24日","1992-06-24","203cm",203,"104kg",104,"アメリカ合衆国",15852,"PF/C"
"386","B2","西地区","広島","村上 駿斗","ポジション / PG/SG","山形南高校","山形県","1996年2月17日","1996-02-17","185cm",185,"80kg",80,"日本",8615,"PG/SG"
"387","B2","西地区","広島","朝山 正悟","ポジション / SG/SF","早稲田大学","神奈川県","1981年6月1日","1981-06-01","192cm",192,"88kg",88,"日本",8534,"SG/SF"
"388","B2","西地区","広島","岡本 飛竜","ポジション / PG","拓殖大学","鳥取県","1993年4月20日","1993-04-20","170cm",170,"78kg",78,"日本",8839,"PG"
"389","B2","西地区","広島","佐藤 優樹","ポジション / SG","アップルスポーツカレッジ","新潟県","1987年5月3日","1987-05-03","182cm",182,"84kg",84,"日本",8471,"SG"
"390","B2","西地区","広島","坂本 ジェイ","ポジション / PF/C","浜松大学","セネガル","1986年11月15日","1986-11-15","206cm",206,"105kg",105,"日本",8723,"PF/C"
"391","B2","西地区","広島","小澤 智将","ポジション / SG","東海大学九州","福岡県","1994年7月18日","1994-07-18","187cm",187,"83kg",83,"日本",10871,"SG"
"392","B2","西地区","広島","坂井 レオ","ポジション / PF/C","京都産業大学","大阪府","1993年8月29日","1993-08-29","195cm",195,"102kg",102,"日本",8537,"PF/C"
"393","B2","西地区","広島","エリック・トンプソン","ポジション / PF/C","パシフィック大学","アメリカ合衆国","1993年8月4日","1993-08-04","203cm",203,"109kg",109,"アメリカ合衆国",18434,"PF/C"
"394","B2","西地区","広島","山田 謙治","ポジション / PG","法政大学","神奈川県","1983年7月28日","1983-07-28","180cm",180,"85kg",85,"日本",8454,"PG"
"395","B2","西地区","広島","田中 成也","ポジション / SG","明治大学","新潟県","1991年8月24日","1991-08-24","186cm",186,"80kg",80,"日本",8528,"SG"
"396","B2","西地区","愛媛","楯 昌宗","ポジション / PG","愛知学泉大学","岐阜県","1988年1月14日","1988-01-14","178cm",178,"73kg",73,"日本",8725,"PG"
"397","B2","西地区","愛媛","堤 啓士朗","ポジション / PG","専修大学","福岡県","1986年7月15日","1986-07-15","181cm",181,"80kg",80,"日本",9314,"PG"
"398","B2","西地区","愛媛","コーリー・ジョンソン","ポジション / PF","ヴァラパライソ大学","アメリカ合衆国","1988年4月5日","1988-04-05","201cm",201,"109kg",109,"アメリカ合衆国",18377,"PF"
"399","B2","西地区","愛媛","加藤 悠三","ポジション / SG","中京高校","岐阜県","1992年9月24日","1992-09-24","173cm",173,"73kg",73,"日本",9086,"SG"
"400","B2","西地区","愛媛","矢代 雪次郎","ポジション / PG/SG","Bethany Collage","千葉県","1992年2月15日","1992-02-15","177cm",177,"77kg",77,"日本",9413,"PG/SG"
"401","B2","西地区","愛媛","アンドリュー・フィッツジェラルド","ポジション / PF","オクラホマ大学","アメリカ合衆国","1990年12月10日","1990-12-10","202cm",202,"108kg",108,"アメリカ合衆国",9433,"PF"
"402","B2","西地区","愛媛","藤田 浩司","ポジション / SF","九州共立大学","大分県","1992年10月23日","1992-10-23","190cm",190,"80kg",80,"日本",9402,"SF"
"403","B2","西地区","愛媛","小原 良公","ポジション / PG/SG","大東文化大学","高知県","1989年9月5日","1989-09-05","187cm",187,"85kg",85,"日本",8757,"PG/SG"
"404","B2","西地区","愛媛","笠原 太志","ポジション / SF/PF","鹿屋体育大学","奈良県","1989年8月16日","1989-08-16","188cm",188,"86kg",86,"日本",8766,"SF/PF"
"405","B2","西地区","愛媛","岡本 将大","ポジション / PG","大阪商業大学","岐阜県","1992年12月4日","1992-12-04","173cm",173,"73kg",73,"日本",8600,"PG"
"406","B2","西地区","愛媛","高畠 佳介","ポジション / SG","びわこ成蹊スポーツ大学","滋賀県","1990年3月17日","1990-03-17","183cm",183,"80kg",80,"日本",8842,"SG"
"407","B2","西地区","島根","佐藤 公威","ポジション / SG","新潟工業短期大学","新潟県","1984年4月23日","1984-04-23","186cm",186,"87kg",87,"日本",8475,"SG"
"408","B2","西地区","島根","和田 保彦","ポジション / PG/SG","大東文化大学","千葉県","1990年7月23日","1990-07-23","181cm",181,"79kg",79,"日本",8665,"PG/SG"
"409","B2","西地区","島根","北川 弘","ポジション / PG","日本体育大学","滋賀県","1991年10月16日","1991-10-16","183cm",183,"70kg",70,"日本",8532,"PG"
"410","B2","西地区","島根","坂田 央","ポジション / SF","日本大学","東京都","1991年9月18日","1991-09-18","193cm",193,"85kg",85,"日本",8531,"SF"
"411","B2","西地区","島根","グレゴリー・エチェニケ","ポジション / C","Creighton","ベネズエラ","1990年11月23日","1990-11-23","208cm",208,"120kg",120,"ベネズエラ",18432,"C"
"412","B2","西地区","島根","後藤 翔平","ポジション / PG","大阪学院大学","北海道","1992年8月5日","1992-08-05","180cm",180,"85kg",85,"日本",9264,"PG"
"413","B2","西地区","島根","阿部 諒","ポジション / SG","拓殖大学","千葉県","1995年5月4日","1995-05-04","183cm",183,"77kg",77,"日本",15756,"SG"
"414","B2","西地区","島根","相馬 卓弥","ポジション / SG","天理大学","宮崎県","1991年7月5日","1991-07-05","182cm",182,"80kg",80,"日本",8683,"SG"
"415","B2","西地区","島根","小阪 彰久","ポジション / PF","大阪学院大学","大阪府","1992年2月22日","1992-02-22","197cm",197,"102kg",102,"日本",9283,"PF"
"416","B2","西地区","島根","伊集 貴也","ポジション / PG","国士舘大学","沖縄県","1993年2月22日","1993-02-22","179cm",179,"76kg",76,"日本",18174,"PG"
"417","B2","西地区","島根","ロスコ・アレン","ポジション / SF","Stanford","ハンガリー","1993年5月5日","1993-05-05","208cm",208,"100kg",100,"ハンガリー",18433,"SF"
"418","B2","西地区","島根","コナー・クリフォード","ポジション / C","Washington State","アメリカ","1993年12月7日","1993-12-07","213cm",213,"122kg",122,"アメリカ合衆国",12600,"C"
"419","B2","西地区","島根","梅津 大介","ポジション / SF","筑波大学","青森県","1990年7月26日","1990-07-26","195cm",195,"89kg",89,"日本",8702,"SF"
"420","B2","西地区","熊本","中西 良太","ポジション / PF","日本体育大学","兵庫県","1988年12月24日","1988-12-24","200cm",200,"107kg",107,"日本",9347,"PF"
"421","B2","西地区","熊本","古野 拓巳","ポジション / PG","日本経済大学","福岡県","1993年2月20日","1993-02-20","177cm",177,"80kg",80,"日本",9348,"PG"
"422","B2","西地区","熊本","チリジ・ネパウエ","ポジション / C","ニューメキシコ州立大学","南アフリカ","1989年6月10日","1989-06-10","208cm",208,"122kg",122,"南アフリカ",9369,"C"
"423","B2","西地区","熊本","柿内 輝心","ポジション / PG","中央大学","熊本県","1995年10月21日","1995-10-21","172cm",172,"74kg",74,"日本",10883,"PG"
"424","B2","西地区","熊本","小林 慎太郎","ポジション / SG","東海大学","熊本県","1985年6月29日","1985-06-29","184cm",184,"84kg",84,"日本",9350,"SG"
"425","B2","西地区","熊本","ジョシュ・ドゥインカー","ポジション / PF","リッチモンド大学","オーストラリア","1989年4月18日","1989-04-18","211cm",211,"100kg",100,"オーストラリア",12590,"PF"
"426","B2","西地区","熊本","菊池 広明","ポジション / SG","天理大学","大阪府","1992年12月14日","1992-12-14","185cm",185,"80kg",80,"日本",9075,"SG"
"427","B2","西地区","熊本","福田 真生","ポジション / SF","青山学院大学","北海道","1989年7月26日","1989-07-26","193cm",193,"93kg",93,"日本",9352,"SF"
"428","B2","西地区","熊本","俊野 佳彦","ポジション / SG/SF","今治精華高等学校","愛媛県","1992年5月21日","1992-05-21","187cm",187,"82kg",82,"日本",8599,"SG/SF"
"429","B2","西地区","熊本","寺下 太基","ポジション / SF/PF","大阪産業大学","和歌山県","1980年2月25日","1980-02-25","191cm",191,"88kg",88,"日本",8560,"SF/PF"
"430","B2","西地区","熊本","チェハーレス・タプスコット","ポジション / SF/PF","ポートランド州立大学","アメリカ","1990年7月12日","1990-07-12","195cm",195,"108kg",108,"アメリカ合衆国",9340,"SF/PF"
"431","B2","西地区","熊本","並里 祐","ポジション / PG","中部学院大学","沖縄県","1987年6月13日","1987-06-13","170cm",170,"70kg",70,"日本",8570,"PG"
